water_risk_id,indicator,year,scenario,value,main_id,source_id
water_risk-6fca9d6d-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-6fca9d6d-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),MB-MAIN-6fca9d6d,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2020-baseline-3,Interannual Variability Label,2020,baseline,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low - Medium (-5 to 0),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2030-bau-3,Interannual Variability Label,2030,bau,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2030-pes-3,Interannual Variability Label,2030,pes,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2030-opt-3,Interannual Variability Label,2030,opt,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2050-bau-3,Interannual Variability Label,2050,bau,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2050-pes-3,Interannual Variability Label,2050,pes,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2050-opt-3,Interannual Variability Label,2050,opt,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2080-bau-3,Interannual Variability Label,2080,bau,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2080-pes-3,Interannual Variability Label,2080,pes,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-d4e2812a-2080-opt-3,Interannual Variability Label,2080,opt,Low (<0.25),QC-MAIN-d4e2812a,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low - Medium (-5 to 0),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-9a0307f6-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),AB-MAIN-9a0307f6,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,High (1 to 5),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2050-bau-2,Water Depletion Label,2050,bau,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2050-bau-3,Interannual Variability Label,2050,bau,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2050-pes-1,Water Stress Label,2050,pes,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2050-pes-2,Water Depletion Label,2050,pes,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2050-pes-3,Interannual Variability Label,2050,pes,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2050-opt-1,Water Stress Label,2050,opt,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2050-opt-2,Water Depletion Label,2050,opt,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2050-opt-3,Interannual Variability Label,2050,opt,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2080-bau-1,Water Stress Label,2080,bau,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2080-bau-2,Water Depletion Label,2080,bau,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2080-bau-3,Interannual Variability Label,2080,bau,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2080-pes-1,Water Stress Label,2080,pes,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2080-pes-2,Water Depletion Label,2080,pes,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2080-pes-3,Interannual Variability Label,2080,pes,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2080-opt-1,Water Stress Label,2080,opt,Low (<10%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2080-opt-2,Water Depletion Label,2080,opt,Low (<5%),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-715d4318-2080-opt-3,Interannual Variability Label,2080,opt,Low - Medium (0.25-0.50),QC-MAIN-715d4318,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2020-baseline-1,Water Stress Label,2020,baseline,Low (<10%),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2020-baseline-2,Water Depletion Label,2020,baseline,Low (<5%),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2020-baseline-3,Interannual Variability Label,2020,baseline,Low - Medium (0.25-0.50),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2020-baseline-4,Groundwater Table Decline Label,2020,baseline,Insignificant Trend,NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2020-baseline-5,Coastal Eutrophication Potential Label,2020,baseline,Low - Medium (-5 to 0),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2030-bau-1,Water Stress Label,2030,bau,Low (<10%),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2030-bau-2,Water Depletion Label,2030,bau,Low (<5%),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2030-bau-3,Interannual Variability Label,2030,bau,Low - Medium (0.25-0.50),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2030-pes-1,Water Stress Label,2030,pes,Low (<10%),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2030-pes-2,Water Depletion Label,2030,pes,Low (<5%),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2030-pes-3,Interannual Variability Label,2030,pes,Low - Medium (0.25-0.50),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2030-opt-1,Water Stress Label,2030,opt,Low (<10%),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2030-opt-2,Water Depletion Label,2030,opt,Low (<5%),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2030-opt-3,Interannual Variability Label,2030,opt,Low - Medium (0.25-0.50),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
water_risk-94e652a5-2050-bau-1,Water Stress Label,2050,bau,Low (<10%),NT-MAIN-94e652a5,https://www.wri.org/data/aqueduct-global-maps-40-data
